cohesion,friction_angle,slope_angle,slope_height,pore water pressure ratio,ucs,factor of safety
45.17581728,20.55347907,48.66543214,16.3545136,0.619861267,228.4593844,3
34.42555159,25.47086694,26.01756374,42.32881622,0.114679825,129.882373,3
35.25053674,22.6867851,18.75553846,22.12899908,0.321420241,233.8493941,3
5.240261389,39.63612577,41.5820095,25.28257115,0.648867293,156.2759525,1.10497659
49.31922048,22.81244895,14.52268335,42.9334132,0.274206132,206.8916305,3
44.50246716,38.10570593,58.56763375,8.950578157,0.880312197,190.5666849,3
45.27978016,29.64146724,41.61986322,31.75780339,0.661228399,105.570719,3
34.66600417,21.83445974,59.29477605,31.01970566,0.870278393,178.7491235,3
20.51541179,40.31825124,26.94467117,24.13465562,0.395390702,140.6880857,2.928340824
45.21418921,34.49076426,58.56025806,42.33985886,0.033985143,97.12975548,3
18.11826177,25.89403782,17.27811239,47.43005276,0.576139963,218.3378727,2.214109665
30.32201945,42.36702936,12.03473862,25.94011379,0.339193503,159.4777496,3
9.487893755,21.13145785,11.64920302,25.52661729,0.448188376,73.02859674,1.312585086
46.48800336,25.0454902,33.24351853,27.59286784,0.681110214,140.4506851,3
11.3346706,38.8011732,14.15020987,37.54058139,0.700664667,203.6675119,1.935005068
15.12035626,37.73444826,35.60839421,35.06271308,0.027556415,114.7996424,2.399988418
30.11603712,27.23179234,26.37502518,15.02757271,0.769302673,240.0122413,3
39.38418501,21.55062188,26.78144962,7.875290687,0.493518915,216.5415113,3
32.87080877,41.45195181,41.78044983,47.71643584,0.556698773,146.8861784,3
15.44602608,27.84244095,18.15490031,16.74813919,0.297994185,127.0942828,2.142137877
5.042436914,24.89283537,48.32766852,33.73685081,0.420833786,104.2215036,0.640311292
39.07177611,32.90154556,39.10154599,42.27971012,0.710375134,178.8987574,3
49.33432967,42.75567998,55.74723144,18.51245377,0.776713803,120.7351922,3
41.44609041,21.08866445,28.24203269,33.59450361,0.387106181,200.2691046,3
25.70929782,39.1451022,59.1357496,9.855510852,0.691117533,130.9290432,2.938850259
45.66952676,34.3118307,38.79138234,48.646915,0.258043502,113.565146,3
23.44314529,30.63622791,58.67009781,7.617122377,0.832022665,112.6758004,2.362809815
28.62203379,38.6020111,11.3530327,24.71786032,0.609814239,131.3635374,3
26.47083953,44.14561061,46.39881612,29.15686589,0.775186516,162.6646219,3
25.14307427,25.73015528,50.83107621,40.57168004,0.477154852,128.1045427,2.625091081
39.88358462,23.59118413,12.65866433,10.45078327,0.229109285,112.8185327,3
28.70460083,42.82204363,38.9484832,24.83635882,0.429231113,150.9530594,3
19.25227049,36.72382694,50.09711468,18.48702063,0.381485394,189.7438808,2.45764077
16.61711754,30.94965054,38.05193626,19.04048221,0.332716543,211.4661683,2.146489138
6.698629264,34.33148926,13.19067952,40.04545622,0.212173748,177.3010174,1.576252233
31.24378228,38.64034763,44.67236204,5.245742526,0.759167142,212.3890501,3
15.34826369,39.32579747,13.02984573,38.70876386,0.086351661,77.42160311,2.672211997
11.66602649,42.99735452,50.87344475,41.46792936,0.88756093,131.5417128,1.647332887
34.42234837,30.67106972,12.15170917,45.56130097,0.175024723,175.4019204,3
35.6544166,27.33527275,16.86986905,33.20968115,0.979873652,126.9746552,3
38.84697015,35.99160667,23.75537953,20.00548977,0.988468048,85.14979703,3
27.66096034,30.39319748,41.66823961,24.22556296,0.398387041,150.0244947,3
45.23245723,34.86496135,58.81795498,48.6381237,0.987821073,215.0814035,3
47.1354239,30.49964496,15.89114263,44.65340719,0.869068517,149.2178682,3
41.33169229,23.82489467,17.13538346,25.85866591,0.082430277,147.8693579,3
33.60170669,31.73566879,28.44351984,47.43783532,0.947328564,250.6924155,3
18.66744291,37.27294555,51.81095689,42.03296939,0.042514386,237.0347086,2.569809048
49.23252147,39.98209519,33.36154764,45.54904377,0.181914294,145.4724048,3
17.33612752,32.33315692,26.08053001,35.73397556,0.584595541,198.4300551,2.258281579
14.11956149,24.13094726,38.06019161,43.59443196,0.080737178,185.162275,1.795350552
24.89693512,30.36719274,23.02615987,45.12947636,0.161727757,160.8471248,3
7.557825682,39.65734822,30.05799536,9.140746304,0.953491787,81.92553984,1.300368328
49.03225091,30.32148177,26.63025746,48.43476395,0.994687885,231.5079743,3
31.47951004,37.41326984,50.20705112,20.01258944,0.798136542,179.5831324,3
30.06284412,32.68034204,56.21278632,24.79547793,0.515209391,218.5476108,3
34.5108326,26.03057813,47.97860961,40.63566916,0.900300936,202.1294811,3
27.36606415,39.9037627,31.9541788,34.92033375,0.111898771,145.4799758,3
6.442858269,22.10533635,35.21674887,45.18769606,0.942891869,121.2524466,0.557516949
32.554008,33.12225707,16.2536847,23.02581878,0.351552927,210.9606619,3
37.22782446,25.22227586,47.34323556,21.79796737,0.861489391,108.4167505,3
23.75370773,21.67664071,39.82378397,6.425998229,0.668373406,216.0278684,2.365500921
39.07830074,32.57334843,55.12199981,25.82264195,0.960274304,165.4244286,3
15.21505847,32.4890539,20.03055718,37.58318466,0.864677948,104.0099363,1.971829765
14.9574466,37.67252254,47.9863061,18.55304229,0.887897814,87.45259798,1.827683443
12.26376445,38.61876733,44.23358309,25.82269312,0.631754356,122.5120442,1.75545568
21.73976419,38.19478722,23.29227669,14.87289958,0.833158531,158.3543702,2.797633961
43.11554159,30.23896832,43.36893198,39.77545126,0.757131151,140.6200253,3
42.2560428,35.79224468,56.21866903,7.72302026,0.161623131,236.2219639,3
22.22708936,34.42363107,55.92179938,36.74223748,0.648596891,120.5557843,2.486646865
31.51034312,30.5390439,45.98132873,22.05230053,0.148175547,206.6764173,3
37.43673424,34.93031735,12.40365563,6.871823122,0.869456122,163.7199999,3
15.85430486,43.68119692,53.61321687,43.40613143,0.065949799,244.1078077,2.472363315
12.56634887,24.82234359,42.88893035,26.94748384,0.98704667,206.80249,1.161633701
48.74431969,42.64430239,25.52171266,31.96935363,0.400626666,135.3100291,3
32.79007909,21.33638785,19.36251809,37.94138112,0.170629354,197.8635669,3
49.16370748,27.70973032,15.81019315,34.47834949,0.935674984,154.9024216,3
20.19901942,27.20363122,12.51184496,37.88855919,0.045425986,225.8763821,2.778858207
36.6364265,35.6591277,47.7051624,39.30267581,0.470105635,89.13938647,3
15.01716364,23.28062379,21.79214995,31.51181888,0.770227128,134.2642842,1.674702094
16.75400771,42.0586903,11.2126468,21.45370239,0.316750475,158.0424811,2.806855408
28.03559546,40.71378521,29.86353259,15.94139674,0.52883467,132.7127519,3
19.38281565,36.30164549,34.13035403,45.63064565,0.700413016,227.7935918,2.456826366
12.54297037,31.46034579,18.46151155,48.64661801,0.951976421,126.3084678,1.642371904
16.82963159,43.32390105,12.20241681,21.09482398,0.102702639,153.1508551,2.953717706
6.608677751,40.76866387,19.45627415,10.05398281,0.157226704,201.888424,1.746647144
36.69906297,32.4828787,43.95513809,15.01417972,0.508870895,123.2980529,3
27.14524957,37.54683386,14.11218386,35.18003057,0.418474961,88.45078989,3
9.240937988,34.1732488,37.75185153,12.78200165,0.410796161,178.8316557,1.480285497
12.72622969,34.69855596,17.3205994,40.10550229,0.296961503,200.0708656,2.107554756
9.614054215,28.27440174,19.78445868,46.53636079,0.560684799,155.2256911,1.425698493
32.56667637,31.55211512,29.65389416,48.36431818,0.883288336,109.4566845,3
9.239466363,21.95303577,15.0412668,5.419647769,0.160924341,171.2424133,1.424839657
38.94270499,28.93371729,18.66017514,48.11693742,0.215286329,267.8160405,3
5.922991369,37.39571288,27.44762057,38.30874886,0.670823498,236.4996903,1.228934945
16.22191046,43.83040076,26.48345027,8.782260452,0.056197654,144.9968073,2.790271075
45.08000042,44.07660282,47.46357428,23.6858211,0.6737642,186.2036131,3
37.33390932,33.89307173,13.73911526,36.50204636,0.314456151,184.0418583,3
8.283574982,35.1655563,53.02253678,48.05084717,0.357853931,175.9293828,1.291390374
41.9506747,24.64302964,50.81160854,12.38636271,0.405549374,208.3207111,3
27.18658047,37.3827027,48.29958198,10.74799769,0.349587561,142.942404,3
43.10523622,21.76646982,25.46861812,26.2556174,0.841209621,233.5508682,3
32.03328985,27.11714214,51.14408928,48.56445022,0.946068457,144.4310813,3
35.68248644,36.70908368,19.14010401,48.71206469,0.548011475,236.8464171,3
49.70757022,27.75775329,16.22046029,15.25616335,0.581878499,210.5740421,3
15.45509957,21.24617185,12.24781667,19.37062166,0.070483108,229.5666962,2.095995964
33.07755086,40.79676023,56.96551815,45.86143935,0.713191928,129.2112876,3
25.71446255,27.75825018,25.40054489,38.06786709,0.584098873,87.11738685,2.950666376
6.775337882,21.57763062,55.88089401,48.75423929,0.050394524,251.8705298,0.81278194
5.651178868,21.86970411,23.63067808,45.19167634,0.198425667,242.7736106,0.95858841
10.365286,26.29396997,55.37829797,14.67932226,0.20194342,164.1331454,1.258239576
34.20912832,24.45039868,55.19645264,39.18770867,0.170967952,124.4173633,3
30.52233896,39.35750294,56.18380225,7.18543542,0.658645955,148.8310203,3
29.90433025,28.04210117,34.80767196,41.80247504,0.928439615,158.8715467,3
6.433554314,40.11739463,53.29731434,32.07005431,0.762975325,227.7862457,1.066141113
26.11863484,24.34614995,57.53829481,48.02454332,0.477373485,233.8320044,2.609332124
46.6080268,32.32197949,26.23084709,48.2014605,0.404051298,196.0040771,3
22.89163412,37.20092834,30.94372028,7.286679906,0.386458105,94.65441336,3
33.12151114,36.29977135,45.96200937,12.22346685,0.601246958,110.6342249,3
40.0918404,35.02823525,25.01799109,26.78931713,0.359220659,124.7764812,3
40.27663756,43.12054005,47.69046545,44.57720862,0.226121971,98.81666965,3
28.36760371,25.71312869,13.69460726,41.6500314,0.602842907,98.56481685,3
43.60783754,32.34298011,36.17491921,48.39665119,0.390705413,103.1433702,3
22.6120142,42.09981375,16.1156742,32.81378527,0.014124829,74.80212018,3
44.99119467,21.94734414,24.66617382,16.54535838,0.022231114,156.9884108,3
15.81022249,21.39720671,22.93126962,6.129798778,0.274136611,100.6682854,1.927881471
17.60973831,25.83255719,51.94660368,15.03169208,0.5124222,246.2436832,1.846381935
7.390428089,35.82553049,19.67586277,35.38729391,0.354239508,230.5108838,1.559348777
40.80118264,26.49699066,50.42239601,46.68236705,0.024055152,128.6038715,3
23.76748563,24.7559971,49.6980173,19.44066503,0.223151764,145.0956989,2.593392411
15.31024763,31.47005788,34.94415278,44.40669486,0.096419309,148.6476094,2.18237551
15.43056249,35.33995172,21.69216278,22.77042118,0.948632001,99.50652328,2.029817011
45.56299736,26.21394268,21.344817,18.87220622,0.312834076,123.640252,3
42.52624702,27.51727967,33.24623236,27.89799093,0.014766372,114.1737291,3
29.90888984,35.33898262,10.44045037,24.90230716,0.660563252,173.3579524,3
32.72498602,43.64346055,36.56753773,46.12099408,0.232447941,205.7991803,3
26.34465067,36.86854319,57.63897629,26.07156263,0.566736255,171.1809692,3
22.62499443,39.57260359,17.73534409,17.48009243,0.150745455,106.6615899,3
46.19645965,29.17025237,38.66728107,42.91545099,0.984013235,136.7744929,3
10.65257166,26.80635898,58.08893443,49.94372802,0.970259187,148.7015064,0.892783528
23.83010554,31.35669358,53.02610697,34.16771386,0.655983352,133.6520374,2.569980927
20.50528586,40.17832072,52.51900582,16.2707616,0.707202622,91.28170579,2.511014574
27.41678241,31.40749104,51.09249652,15.74667847,0.425878891,129.9786924,3
25.59343435,41.16813522,25.4511803,7.59680133,0.962179345,185.3984943,3
28.35002892,44.71929952,54.53084156,8.478186733,0.42373962,126.0766535,3
11.29635398,21.80066664,57.06701756,46.17423928,0.239467997,132.1627398,1.165920111
28.09136757,21.1352539,34.78962116,9.341919817,0.11537861,109.084849,3
15.90884662,23.73974257,27.72855236,26.79547317,0.2081253,119.864791,2.000861241
13.2949107,29.60924189,30.71145078,36.41548009,0.572213504,114.4055459,1.72324454
7.917539845,23.27605523,26.71032209,43.26596522,0.245091718,168.0044902,1.177973412
39.31936514,41.76661194,20.6209221,12.70719276,0.654249428,227.9306577,3
24.23488644,20.57865628,40.92242351,24.70004056,0.38218452,135.3287762,2.509127358
33.19896575,27.89481791,38.12984431,16.31660878,0.886872905,84.11028253,3
37.74170045,24.61736574,33.12925355,16.51203905,0.558478067,152.2847586,3
35.56924994,43.28848325,14.79226933,18.67276884,0.622604053,182.054508,3
26.17253236,36.73702512,49.84464824,31.42022965,0.556559803,224.3927538,3
22.4554338,42.80075641,18.74667814,5.745986226,0.885568774,137.9457231,3
21.91819593,44.30821776,15.72810217,23.39448288,0.063419568,189.2394532,3
33.80219586,32.42745609,41.15356977,13.40735609,0.067348707,114.9210536,3
27.26574597,25.8579777,29.93221806,48.52033288,0.701740245,128.9277163,2.938314884
43.21095116,24.84321965,12.99042377,31.22281217,0.767963902,97.02373839,3
44.36158929,25.57297154,27.77841775,44.0642961,0.433589418,154.5999183,3
12.67521701,37.71483269,48.58901761,13.8060494,0.352305208,108.380718,1.862640011
11.13051432,21.0111432,40.76246026,41.45070647,0.277945066,148.7446369,1.266825736
33.36804167,21.28402683,28.13930115,23.66521076,0.234394886,197.1251864,3
18.55515866,35.20357356,19.59023958,12.996261,0.91195859,133.9882292,2.377086628
5.835682344,36.05142867,41.58978104,39.25603411,0.295139546,155.3949324,1.22181494
44.98892012,36.63157311,54.37776505,39.29049939,0.648078796,178.0686106,3
15.21053453,29.29701261,42.3136359,49.81495581,0.78709478,131.1499948,1.680936791
46.81762933,40.14862222,50.64519273,40.14217678,0.021966578,201.2320631,3
37.28455029,33.34061469,36.07639193,11.53702616,0.03387415,115.8222652,3
39.31940705,22.63664075,45.89855534,19.51451338,0.333137405,151.4612829,3
14.06576731,39.92748268,54.81133869,25.32771128,0.696015744,121.0738621,1.841371561
15.53874915,43.82669466,48.65894891,10.69937626,0.260798635,117.8604323,2.39777593
28.45704892,21.50090783,55.49269767,40.46175385,0.00148329,124.0068375,3
12.74449337,29.78378347,31.55698011,28.70143421,0.2881479,107.5396854,1.807598368
18.74442617,32.18790112,55.21101276,47.50023061,0.090130817,116.327614,2.350197119
19.46581151,23.661769,41.07836172,31.5188665,0.219413306,182.1449957,2.214816514
12.183347,41.69272369,53.5024383,28.53045877,0.333190001,123.8487687,1.906472773
14.2332275,27.10374112,11.96882652,8.214131882,0.128057355,106.9249048,2.143063845
40.48483289,39.5752135,42.8926191,11.72056572,0.706364727,105.0084472,3
12.52381345,36.77486205,52.39875394,43.22867345,0.255920232,162.7236486,1.826262425
6.280582633,34.95114556,18.71010168,49.580419,0.661094799,139.3726872,1.275448032
33.32097242,24.80357122,43.08934667,23.68306112,0.599032853,107.6316687,3
48.91924037,25.51758801,51.24773571,41.45387377,0.898045488,213.4977962,3
19.90462166,21.18371012,24.39746848,33.24135948,0.087933172,89.05071076,2.408644565
10.33950664,26.01781074,30.2623164,48.15766732,0.214608111,117.2693924,1.491283803
30.66742964,28.63609024,38.47588592,15.71617559,0.865178429,140.5344516,3
45.7859395,40.8286326,35.95838444,29.51760844,0.822131456,149.1952286,3
40.28278009,29.15981667,11.95946965,23.39581183,0.192105557,88.37928941,3
33.01321408,38.86554457,14.9336049,29.37721892,0.107736012,188.7003598,3
19.17754235,30.98605703,15.02332897,17.09861375,0.856241465,131.7079507,2.372268781
29.3846078,39.6217078,23.11339527,27.39857732,0.178138057,140.2134086,3
9.106017859,44.40679001,22.29320564,33.1161866,0.871109706,110.5644587,1.73234121
35.55254409,25.99603895,47.11111919,8.65471478,0.961114699,248.4032796,3
37.62932085,41.5585403,38.6372193,38.43442647,0.220806639,221.781861,3
48.42642303,35.54560216,48.19880423,36.79353334,0.8403876,95.9758039,3
16.71788114,40.43235654,13.49480287,44.62059207,0.42383109,207.6481211,2.672669759
5.830538857,36.28964756,34.26071187,24.16354483,0.788778425,210.6350465,1.055712473
29.5523809,30.59873768,26.18877896,7.775110968,0.407395541,243.6184035,3
36.8055727,25.70187349,52.49696554,25.76575081,0.070395599,108.0289896,3
40.56833641,21.75088063,45.38945785,11.19241274,0.712695273,157.7091169,3
13.71825199,33.38795911,53.46292354,34.13510661,0.15068864,128.3644592,1.874783614
16.77887911,44.75815236,12.32135612,7.120918586,0.927025089,127.908712,2.583100217
28.06659164,38.45104513,46.04117448,21.82983828,0.417746283,218.4076009,3
19.87703645,28.18363853,37.00041761,8.727930432,0.082000148,168.5436889,2.516154013
43.7230169,40.68012,51.25000145,5.151489533,0.228480015,132.9579139,3
26.31920692,39.2246,35.35802955,48.22507508,0.862517617,113.250093,3
40.98103898,27.04089483,37.0104539,49.82573066,0.32108547,154.4020126,3
31.12788922,20.35768724,12.58836905,29.99763282,0.856327995,140.7180975,3
39.78905637,22.95406596,43.42614325,15.75301325,0.172286738,164.3997491,3
19.97028439,41.93265476,23.65699378,45.99945666,0.468218124,140.9886749,2.924104598
42.41374799,40.91407588,10.98469611,46.53664687,0.878259492,178.9115994,3
17.3557542,27.38022502,13.32185813,43.4529001,0.048404832,129.8613273,2.49082859
29.57444636,27.12988566,57.86428045,29.49664931,0.304277183,125.8884285,3
14.63032009,39.82162468,27.30386448,8.36159724,0.909851589,202.5683017,2.062455059
26.39869347,43.44343675,53.40378143,8.979751739,0.596526328,156.3295322,3
19.31788443,39.47843142,57.9838617,45.34789045,0.716232131,154.6762374,2.309781474
17.00165438,35.13946693,57.16335944,44.41220814,0.842128439,119.2570947,1.878783188
48.51432581,26.06678376,54.08626203,24.54787621,0.523596426,124.2580806,3
12.20333475,33.14369785,54.74219562,19.76695788,0.845365901,138.8657329,1.355018496
40.42966269,25.83779646,24.45040222,33.98557641,0.638764571,154.8657901,3
49.28742318,40.2002855,17.57349451,41.31445767,0.685650451,126.2662482,3
5.895566768,29.67402699,41.9631281,37.92582239,0.152854455,104.288435,1.082632401
36.45623363,40.84243042,34.40527959,32.70213221,0.939018829,101.3386645,3
16.38103125,29.54023045,14.93733593,15.417997,0.79608435,210.6923452,2.075361939
6.821952095,40.60373513,43.8770658,16.81271911,0.254195996,128.48438,1.469784391
23.13003105,28.33294538,38.14300037,37.58303666,0.579994666,99.84728197,2.586007281
47.08480146,31.00331762,53.15337004,41.11789336,0.376465905,123.3017067,3
5.529429247,35.38721048,40.45918978,10.22608346,0.660401999,91.04945229,0.99772371
31.45485614,21.75719035,38.69730899,13.42836715,0.993746843,144.9078873,2.986878781
27.56284154,43.70517655,32.03758617,35.6211618,0.045746397,144.4198323,3
44.3022874,34.34014465,33.13935349,22.50439644,0.952523638,144.1490214,3
8.780077153,32.69550037,57.71906135,30.34817903,0.072391332,205.7952111,1.354471448
35.66867134,40.98484928,16.92230047,32.66667287,0.460764636,147.6131552,3
35.60493643,41.64406825,32.31094093,39.92915603,0.482109201,111.8494834,3
35.10860076,33.05651011,42.7913617,41.25726278,0.268724455,147.7878992,3
47.40505227,43.18155814,31.65053228,17.60433104,0.566699286,145.9305178,3
42.03893881,21.61844415,24.16078135,29.3583528,0.833964146,103.1200544,3
6.888772681,22.83064481,24.36786854,10.55857724,0.293962181,145.1004324,1.059238986
26.19872828,34.91970575,21.68280231,42.89068259,0.070404938,153.6521991,3
22.90788753,28.85164654,27.19516003,43.04515722,0.632283701,171.1672323,2.664416854
18.95662495,31.60562915,53.58373878,18.47775735,0.751745129,165.5100741,2.037473514
25.31015263,28.20198045,35.26122752,12.22790933,0.95452301,86.92535346,2.641207498
22.28873832,30.11813279,22.0119364,8.154130019,0.159524647,146.123167,2.932929904
24.45502549,40.56615868,29.22633585,30.87393989,0.901359866,140.7389954,3
49.06678395,34.836905,15.2915206,9.114264518,0.482123477,227.434129,3
8.988483864,44.93361373,55.20178699,35.62676801,0.235758237,188.9469817,1.726738522
46.50038914,39.67197995,30.4098916,35.51568805,0.96274847,166.2882387,3
26.61065211,26.84165635,59.01956023,32.62943332,0.238429271,138.8105184,2.846376851
33.06840105,26.60862794,27.37693866,44.44522258,0.733444186,222.7218692,3
42.3582335,28.39745675,51.81780236,22.02263117,0.784886778,107.9663096,3
21.22083631,41.08148702,22.81926566,45.60213122,0.430519052,101.3584055,3
24.36898586,20.68219127,13.80764467,6.661641598,0.689984845,125.9457526,2.643236093
23.42833161,25.75453197,11.58666808,10.07406446,0.572477075,156.9310128,2.799212342
21.86289601,42.62296051,40.30842133,23.54925031,0.192032752,228.5645662,3
46.64881947,35.9974109,25.57868358,31.72968584,0.759887882,90.37007253,3
42.3018451,25.67117739,32.17599402,6.456903649,0.928016145,205.6915937,3
9.904999544,25.47862421,50.93235178,30.53455121,0.488638055,128.8795593,1.086144883
9.865550861,41.56545254,22.40540428,18.83292424,0.994310254,98.37926481,1.650861001
24.25412817,42.34393771,25.43262384,44.92160635,0.427965314,127.6692628,3
9.439581953,26.40327727,52.26680925,28.99780663,0.479736576,131.7032955,1.061531057
32.85918929,30.51275895,34.63811367,31.45522587,0.673897514,115.5787239,3
11.46612233,40.86489347,51.38325835,47.5529815,0.185770144,155.983082,1.902057693
28.50679688,39.27518597,28.72380017,39.3876962,0.90194601,157.9125125,3
5.324897615,40.34790266,29.91849904,24.72229698,0.801272797,136.9139595,1.177598461
19.24683568,32.95995477,18.35691809,26.45958267,0.872417286,155.6777115,2.403570903
35.47358257,42.78872621,55.81729268,34.15657409,0.60955858,149.6476348,3
26.78175231,28.1487886,54.8391847,14.00896475,0.883747961,175.6709468,2.626202357
49.02212687,23.91680336,59.21085073,8.989287822,0.679972487,130.2626248,3
44.33467082,37.71830831,30.12235636,19.00564322,0.5115609,134.3919996,3
21.15818506,33.4838604,50.93074709,40.02722591,0.931790804,118.0676255,2.256744313
7.046894366,41.36464422,30.74768658,16.57957094,0.439719769,127.2097259,1.55617416
43.05318351,22.02898123,32.71493945,10.88416402,0.500569855,236.5701277,3
46.00554396,41.09231009,51.49996968,14.85601693,0.169543731,109.9099042,3
41.9282327,27.33236633,18.86833854,35.55378104,0.94765901,242.0785296,3
10.75774734,36.37139168,21.01554672,32.62766255,0.221052808,111.0590828,1.967472585
49.90618105,21.00321973,25.73641202,35.97417488,0.201415924,116.8901662,3
16.63628997,35.23953241,49.40895163,19.48811552,0.101194604,196.8076397,2.293593259
37.58922108,37.93179223,28.63257747,45.53852571,0.453359451,186.2627351,3
45.86156944,29.21875536,27.90841041,25.32966608,0.27361455,128.3448644,3
15.60592014,25.38526763,59.94081726,28.11708644,0.740781001,160.1446133,1.436968929
45.87163496,33.44076692,29.19030715,47.69635892,0.30752162,209.6927035,3
18.92667106,40.82977011,22.38852682,49.06747706,0.720770262,96.20176356,2.669389044
48.93859501,28.08868396,41.16068391,34.76942267,0.195961083,152.52991,3
17.65670092,26.31173244,50.0939976,47.51659367,0.229965843,195.6556393,2.026804942
47.90461211,26.97338272,13.48039169,29.36783239,0.80617416,128.1285971,3
7.40950929,43.72830382,40.94461156,18.82773255,0.371093552,216.8689908,1.603568165
36.91724053,28.98192289,11.78677279,19.17917852,0.111773976,159.0080986,3
28.94500102,20.090106,36.31661755,30.15232654,0.961403805,157.330364,2.720302224
26.50446847,39.5420302,22.84957819,32.22662543,0.177392156,176.646944,3
15.05724414,37.48186988,25.33208488,24.78276815,0.150197119,186.4380354,2.426700669
36.75181054,23.21420662,33.3547982,44.76971676,0.358382063,201.5490187,3
13.58642712,44.62260623,56.35537304,24.20132534,0.095633769,106.8983001,2.234692304
29.87788082,35.20155713,45.53336533,17.30406411,0.155616376,128.8257631,3
16.39604134,32.51948727,56.84227981,5.359184525,0.846444598,239.9726727,1.731941946
48.00296209,29.55548169,42.99855023,48.67561752,0.171506856,145.7691701,3
6.288403723,42.46681889,10.35538735,42.09409774,0.111426814,123.7999237,1.885133722
13.98777261,26.09908704,23.27925987,32.70018131,0.879957537,115.0465773,1.595975461
15.90397729,27.14422251,55.28862889,42.37440143,0.443796508,166.632836,1.720420603
23.63305216,23.06027017,42.17227605,41.46301536,0.157162941,145.0656851,2.631676657
15.47286088,38.97797739,59.08236183,46.93328511,0.581517431,140.3881601,1.964969668
27.11070906,34.88873201,17.79820096,22.37304575,0.04150584,122.2341012,3
44.26094855,35.22665423,24.83739166,29.96835089,0.427382555,115.3574885,3
37.04285396,25.46176078,28.11838298,9.438261067,0.590313826,196.1620131,3
31.09828912,36.27920973,26.32789091,48.43919416,0.95712003,126.3812446,3
9.005143009,39.13646118,22.59957651,49.33071812,0.326464764,165.113554,1.81583486
36.22964488,28.94721327,32.17328579,40.50879116,0.765051097,162.7399024,3
12.48864279,40.0336786,42.11490617,25.43544424,0.132699814,118.3150206,2.095821264
40.38653237,28.71976471,25.56284614,27.34550379,0.43358235,139.3040917,3
16.25255413,38.95346154,13.98499617,24.59151198,0.22313473,202.9671139,2.672286805
23.76719277,20.84325269,45.42662634,18.19897864,0.492467836,198.2027034,2.370994186
20.7711591,33.77911504,32.95082779,28.75061325,0.417231859,221.5455707,2.664962204
43.64662616,44.23816402,37.8241153,7.405028128,0.97978505,130.1900807,3
10.69450064,44.53111502,32.77003286,49.63491779,0.917497998,139.1811338,1.767371237
30.45401971,27.04381446,54.51787517,24.08225608,0.5822059,188.5210422,3
11.39277242,31.03497728,37.93724986,46.73149628,0.176509778,114.2276517,1.706149098
36.71581263,21.5744477,56.16384199,37.59221573,0.556956991,153.4502953,3
45.72851575,41.83353269,35.52876708,18.04743126,0.792082278,211.0063944,3
24.55734442,34.21430383,24.62940811,14.99236782,0.038027112,171.1294642,3
26.96415171,29.62751697,27.77212936,49.80539452,0.434029349,113.3296348,3
46.73402764,22.81926396,36.10646468,39.74568598,0.042646915,143.5469423,3
28.44461249,43.66918214,36.49947189,16.23476634,0.243957938,157.3873092,3
26.94192971,33.2554762,44.36688508,8.035027168,0.09211466,152.0438826,3
31.02480962,27.07319823,21.22474361,36.36124454,0.960578282,217.8971938,3
